Conference,Year,Title,Author,Affiliation
ICML,2019,Fair k-Center Clustering for Data Summarization,"['Matthäus Kleindessner', 'Pranjal Awasthi', 'Jamie Morgenstern']","['Rutgers University', 'Rutgers University', 'Georgia Institute of Technology']"
ICML,2019,A Better k-means++ Algorithm via Local Search,"['Silvio Lattanzi', 'Christian Sohler']","['Google Zurich', 'Google']"
ICML,2019,Kernel Normalized Cut: a Theoretical Revisit,"['Yoshikazu Terada', 'Michio Yamamoto']","['Osaka University / RIKEN', 'Okayama University / RIKEN']"
ICML,2019,Guarantees for Spectral Clustering with Fairness Constraints,"['Matthäus Kleindessner', 'Samira Samadi', 'Pranjal Awasthi', 'Jamie Morgenstern']","['Rutgers University', 'Georgia Tech', 'Rutgers University', 'Georgia Institute of Technology']"
ICML,2019,Supervised Hierarchical Clustering with Exponential Linkage,"['Nishant Yadav', 'Ari Kobren', 'Nicholas Monath', 'Andrew McCallum']","['University of Massachusetts Amherst', 'University of Massachusetts Amherst', 'University of Massachusetts Amherst', 'UMass Amherst']"
ICML,2019,Sliced-Wasserstein Flows: Nonparametric Generative Modeling via Optimal Transport and Diffusions,"['Antoine Liutkus', 'Umut Simsekli', 'Szymon Majewski', 'Alain Durmus', 'Fabian-Robert Stöter']","['Inria', 'Telecom ParisTech', 'IMPAN', 'ENS', 'Inria']"
ICML,2019,Non-Asymptotic Analysis of Fractional Langevin Monte Carlo for Non-Convex Optimization,"['Thanh Huy Nguyen', 'Umut Simsekli', 'Gaël RICHARD']","['Telecom ParisTech', 'Telecom ParisTech', 'Télécom ParisTech']"
ICML,2019,Unifying Orthogonal Monte Carlo Methods,"['Krzysztof Choromanski', 'Mark Rowland', 'Wenyu Chen', 'Adrian Weller']","['Google Brain Robotics', 'DeepMind', 'MIT', 'University of Cambridge, Alan Turing Institute']"
ICML,2019,Adaptive Monte Carlo Multiple Testing via Multi-Armed Bandits,"['Martin Zhang', 'James Zou', 'David Tse']","['Stanford University', 'Stanford University', 'Stanford University']"
ICML,2019,Metropolis-Hastings Generative Adversarial Networks,"['Ryan Turner', 'Jane Hung', 'Eric Frank', 'Yunus Saatchi', 'Jason Yosinski']","['Uber AI Labs', 'Uber', 'Uber AI Labs', 'Uber AI Labs', 'Uber Labs']"
ICML,2019,Scalable Metropolis-Hastings for Exact Bayesian Inference with Large Datasets,"['Rob Cornish', 'Paul Vanetti', 'Alexandre Bouchard-Côté', 'George Deligiannidis', 'Arnaud Doucet']","['Oxford', 'Oxford', 'UBC', 'Oxford', 'Oxford University']"
ICML,2019,Replica Conditional Sequential Monte Carlo,"['Alex Shestopaloff', 'Arnaud Doucet']","['The Alan Turing Institute / University of Edinburgh', 'Oxford University']"
ICML,2019,A Polynomial Time MCMC Method for  Sampling from Continuous Determinantal Point Processes,"['Alireza Rezaei', 'Shayan Oveis Gharan']","['University of Washington', 'University of Washington']"
ICML,2019,Adaptive Antithetic Sampling for Variance Reduction,"['Hongyu Ren', 'Shengjia Zhao', 'Stefano Ermon']","['Stanford University', 'Stanford University', 'Stanford University']"
ICML,2019,Accelerated Flow for Probability Distributions,"['Amir Taghvaei', 'Prashant Mehta']","['University of Illinois at Urbana-Champaign', 'University of Illinois at Urbana-CHampaign']"
ICML,2019,Tight Kernel Query Complexity of Kernel Ridge Regression and Kernel $k$-means Clustering,"['Tai Yasuda', 'David Woodruff', 'Manuel Fernandez']","['Carnegie Mellon University', 'Carnegie Mellon University', 'Carnegie Mellon University']"
ICML,2019,Dimensionality Reduction for Tukey Regression,"['Kenneth Clarkson', 'Ruosong Wang', 'David Woodruff']","['IBM Research', 'Carnegie Mellon University', 'Carnegie Mellon University']"
ICML,2019,Efficient Full-Matrix Adaptive Regularization,"['Naman Agarwal', 'Brian Bullins', 'Xinyi Chen', 'Elad Hazan', 'Karan Singh', 'Cyril Zhang', 'Yi Zhang']","['Google AI Princeton', 'Princeton University', 'Google Research', 'Princeton University', 'Princeton University', 'Princeton University', 'Princeton University']"
ICML,2019,Breaking the gridlock in Mixture-of-Experts: Consistent and Efficient Algorithms,"['Ashok Makkuva', 'Pramod Viswanath', 'Sreeram Kannan', 'Sewoong Oh']","['UIUC', 'UIUC', 'University of Washington', 'University of Washington']"
ICML,2019,Efficient Nonconvex Regularized Tensor Completion with Structure-aware Proximal Iterations,"['Quanming Yao', 'James Kwok', 'Bo Han']","['4Paradigm', 'Hong Kong University of Science and Technology', 'RIKEN-AIP']"
ICML,2019,Robust Estimation of Tree Structured Gaussian Graphical Models,"['Ashish Katiyar', 'Jessica Hoffmann', 'Constantine Caramanis']","['The University of Texas at Austin', 'University of Texas at Austin', 'University of Texas']"
ICML,2019,Spectral Approximate Inference,"['Sejun Park', 'Eunho Yang', 'Se-Young Yun', 'Jinwoo Shin']","['KAIST', 'KAIST,AITRICS', 'KAIST', 'KAIST, AITRICS']"
ICML,2019,Partially Linear Additive Gaussian Graphical Models,"['Sinong Geng', 'Minhao Yan', 'Mladen Kolar', 'Sanmi Koyejo']","['Princeton University', 'Cornell University', 'University of Chicago Booth School of Business', 'Illinois / Google']"
ICML,2019,DAG-GNN: DAG Structure Learning with Graph Neural Networks,"['Yue Yu', 'Jie Chen', 'Tian Gao', 'Mo Yu']","['Lehigh University', 'IBM Research', 'IBM Research', 'IBM T. J. Watson']"
ICML,2019,Random Walks on Hypergraphs with Edge-Dependent Vertex Weights,"['Uthsav Chitra', 'Benjamin Raphael']","['Princeton University', 'Princeton University']"
ICML,2019,Doubly Robust Joint Learning for Recommendation on Data Missing Not at Random,"['Xiaojie Wang', 'Rui Zhang', 'Yu Sun', 'Jianzhong Qi']","['University of Melbourne', '"" University of Melbourne, Australia""', 'Twitter Inc.', 'The University of Melbourne']"
ICML,2019,Linear-Complexity Data-Parallel Earth Mover's Distance Approximations,"['Kubilay Atasu', 'Thomas Mittelholzer']","['IBM Research - Zurich', 'HSR Univ. Applied Sciences, Rapperswil, Switzerland']"
ICML,2019,Model Comparison for Semantic Grouping,"['Francisco Vargas', 'Kamen Brestnichki', 'Nils Hammerla']","['Babylon Health', 'Babylon Health', 'Babylon Health']"
ICML,2019,RaFM: Rank-Aware Factorization Machines,"['Xiaoshuang Chen', 'Yin Zheng', 'Jiaxing Wang', 'Wenye Ma', 'Junzhou Huang']","['Tsinghua Univerisity', 'Tencent AI Lab', 'Institute of Automation, Chinese Academy of Sciences', 'Tencent', 'University of Texas at Arlington / Tencent AI Lab']"
ICML,2019,CAB: Continuous Adaptive Blending for Policy Evaluation and Learning,"['Yi Su', 'Lequn Wang', 'Michele Santacatterina', 'Thorsten Joachims']","['Cornell University', 'Cornell University', 'TRIPODS Center of Data Science - Cornell University', 'Cornell']"
ICML,2019,MetricGAN: Generative Adversarial Networks based Black-box Metric Scores Optimization for Speech Enhancement,"['Szu-Wei Fu', 'Chien-Feng Liao', 'Yu Tsao', 'Shou-De Lin']","['National Taiwan University', 'Academia Sinica', 'Academia Sinica', 'National Taiwan University']"
ICML,2019,Neural Separation of Observed and Unobserved Distributions,"['Tavi Halperin', 'Ariel Ephrat', 'Yedid Hoshen']","['Hebrew University of Jerusalem', 'HUJI', 'Hebrew University of Jerusalem and Facebook AI Research']"
ICML,2019,Almost Unsupervised Text to Speech and Automatic Speech Recognition,"['Yi Ren', 'Xu Tan', 'Tao Qin', 'Sheng Zhao', 'Zhou Zhao', 'Tie-Yan Liu']","['Zhejiang University', 'Microsoft Research', 'Microsoft Research Asia', 'Microsoft', 'Zhejiang University', 'Microsoft']"
ICML,2019,AutoVC:  Zero-Shot Voice Style Transfer with Only Autoencoder Loss,"['Kaizhi Qian', 'Yang Zhang', 'Shiyu Chang', 'Xuesong Yang', 'Mark Hasegawa-Johnson']","['UIUC', 'IBM-MIT Research Lab', 'MIT-IBM Watson AI Lab', 'University of Illinois at Urbana-Champaign', 'University of Illinois']"
ICML,2019,A fully differentiable beam search decoder,"['Ronan Collobert', 'Awni Hannun', 'Gabriel Synnaeve']","['Facebook AI Research', 'Facebook AI Research', 'Facebook AI Research']"
ICML,2019,Scaling Up Ordinal Embedding: A Landmark Approach,"['Jesse Anderton', 'Javed Aslam']","['Northeastern University', 'Northeastern University']"
ICML,2019,Learning to select for a predefined ranking,"['Aleksei Ustimenko', 'Aleksandr Vorobev', 'Gleb Gusev', 'Pavel Serdyukov']","['Yandex', 'Yandex', 'Yandex', 'Yandex']"
ICML,2019,Mallows ranking models: maximum likelihood estimate and regeneration,['Wenpin Tang'],['UCLA']
ICML,2019,Fast and Stable Maximum Likelihood Estimation for Incomplete Multinomial Models,"['Chenyang ZHANG', 'Guosheng Yin']","['University of Hong Kong', 'University of Hong Kong']"
ICML,2019,Fast Algorithm for Generalized Multinomial Models with Ranking Data,"['Jiaqi Gu', 'Guosheng Yin']","['The University of Hong Kong', 'University of Hong Kong']"
ICML,2019,Graph Resistance and Learning from Pairwise Comparisons,"['Julien Hendrickx', 'Alex Olshevsky', 'Venkatesh Saligrama']","['University of Catholique de Louvain', 'Boston University', 'Boston University']"
ICML,2019,Learning Context-dependent Label Permutations for Multi-label Classification,"['Jinseok Nam', 'Young-Bum Kim', 'Eneldo Loza Mencia', 'Sunghyun Park', 'Ruhi Sarikaya', 'Johannes Fürnkranz']","['Amazon', 'Amazon', 'TU Darmstadt', 'Aamzon', 'Amazon', 'TU Darmstadt']"
ICML,2019,Discovering Context Effects from Raw Choice Data,"['Arjun Seshadri', 'Alexander Peysakhovich', 'Johan Ugander']","['Stanford University', 'Facebook', 'Stanford University']"
ICML,2019,"On the Feasibility of Learning, Rather than Assuming, Human Biases for Reward Inference","['Rohin Shah', 'Noah Gundotra', 'Pieter Abbeel', 'Anca Dragan']","['UC Berkeley', 'University of California, Berkeley', 'OpenAI / UC Berkeley', 'EECS Department, University of California, Berkeley']"
ICML,2019,Learning Distance for Sequences by Learning a Ground Metric,"['Bing Su', 'Ying Wu']","['Institute of Software, Chinese Academy of Sciences', 'Northwestern University']"
NeurIPS,2019,A Game Theoretic Approach to Class-wise Selective Rationalization,"['Shiyu Chang', 'Yang Zhang', 'Mo Yu', 'Tommi Jaakkola']","['IBM T.J. Watson Research Center', 'MIT-IBM Watson AI Lab', 'IBM Research', 'MIT']"
NeurIPS,2019,A Little Is Enough: Circumventing Defenses For Distributed Learning,"['Moran Baruch', 'Gilad Baruch', 'Yoav Goldberg']","['Bar Ilan University', 'Apple', 'Bar Ilan University']"
NeurIPS,2019,A New Defense Against Adversarial Images: Turning a Weakness into a Strength,"['Shengyuan Hu', 'Tao Yu', 'Chuan Guo', 'Wei-Lun (Harry) Chao', 'Kilian Weinberger']","['Cornell University', 'Cornell University', 'Cornell University', 'Ohio State University (OSU)', 'Cornell University / ASAPP Research']"
NeurIPS,2019,Tight Certificates of Adversarial Robustness for Randomly Smoothed Classifiers,"['Guang-He Lee', 'Yang Yuan', 'Shiyu Chang', 'Tommi Jaakkola']","['MIT', 'Cornell University', 'IBM T.J. Watson Research Center', 'MIT']"
NeurIPS,2019,Adversarial training for free!,"['Ali Shafahi', 'Mahyar Najibi', 'Mohammad Amin Ghiasi', 'Zheng Xu', 'John Dickerson', 'Christoph Studer', 'Larry Davis', 'Gavin Taylor', 'Tom Goldstein']","['University of Maryland', 'University of Maryland', 'University of Maryland', 'Google AI', 'University of Maryland', 'Cornell University', 'University of Maryland', 'US Naval Academy', 'University of Maryland']"
NeurIPS,2019,Certifiable Robustness to Graph Perturbations,"['Aleksandar Bojchevski', 'Stephan Günnemann']","['Technical University of Munich', 'Technical University of Munich']"
NeurIPS,2019,Certified Adversarial Robustness with Additive Noise,"['Bai Li', 'Changyou Chen', 'Wenlin Wang', 'Lawrence Carin']","['Duke University', 'University at Buffalo', 'Duke University', 'Duke University']"
NeurIPS,2019,Defense Against Adversarial Attacks Using Feature Scattering-based Adversarial Training,"['Haichao Zhang', 'Jianyu Wang']","['Horizon Robotics', 'Baidu USA']"
NeurIPS,2019,Efficient online learning with kernels for adversarial large scale problems,"['Rémi Jézéquel', 'Pierre Gaillard', 'Alessandro Rudi']","['INRIA, École Normale Supérieure', 'Inria', 'INRIA, Ecole Normale Superieure']"
NeurIPS,2019,Empirically Measuring Concentration: Fundamental Limits on Intrinsic Robustness,"['Saeed Mahloujifar', 'Xiao Zhang', 'Mohammad Mahmoody', 'David Evans']","['University of Virginia', 'University of Virginia', 'University of Virginia', 'University of Virginia']"
NeurIPS,2019,Error Correcting Output Codes Improve Probability Estimation and Adversarial Robustness of Deep Neural Networks,"['Gunjan Verma', 'Ananthram Swami']","['ARL', 'Army Research Laboratory, Adelphi']"
NeurIPS,2019,Learning from Bad Data via Generation,"['Tianyu Guo', 'Chang Xu', 'Boxin Shi', 'Chao Xu', 'Dacheng Tao']","['Peking University', 'University of Sydney', 'Peking University', 'Peking University', 'University of Sydney']"
NeurIPS,2019,Multi-marginal Wasserstein GAN,"['Jiezhang Cao', 'Langyuan Mo', 'Yifan Zhang', 'Kui Jia', 'Chunhua Shen', 'Mingkui Tan']","['South China University of Technology', 'South China University of Technology', 'South China University of Technology', 'South China University of Technology', 'University of Adelaide', 'South China University of Technology']"
NeurIPS,2019,ResNets Ensemble via the Feynman-Kac Formalism to Improve Natural and Robust Accuracies,"['Bao Wang', 'Zuoqiang Shi', 'Stanley Osher']","['UCLA', 'zqshi@mail.tsinghua.edu.cn', 'UCLA']"
NeurIPS,2019,Subspace Attack: Exploiting Promising Subspaces for Query-Efficient Black-box Attacks,"['Yiwen Guo', 'Ziang Yan', 'Changshui Zhang']","['Bytedance AI Lab', 'Tsinghua University', 'Tsinghua University']"
NeurIPS,2019,ZO-AdaMM: Zeroth-Order Adaptive Momentum Method for Black-Box Optimization,"['Xiangyi Chen', 'Sijia Liu', 'Kaidi Xu', 'Xingguo Li', 'Xue Lin', 'Mingyi Hong', 'David Cox']","['University of Minnesota', 'MIT-IBM Watson AI Lab, IBM Research AI', 'Northeastern University', 'Princeton University', 'Northeastern University', 'University of Minnesota', 'MIT-IBM Watson AI Lab']"
NeurIPS,2019,Blocking Bandits,"['Soumya Basu', 'Rajat Sen', 'Sujay Sanghavi', 'Sanjay Shakkottai']","['University of Texas at Austin', 'Amazon', 'UT-Austin', 'University of Texas at Austin']"
NeurIPS,2019,Combinatorial Bandits with Relative Feedback,"['Aadirupa Saha', 'Aditya Gopalan']","['Indian Institute of Science', 'Indian Institute of Science']"
NeurIPS,2019,Decentralized Cooperative Stochastic Bandits,"['David Martínez-Rubio', 'Varun Kanade', 'Patrick Rebeschini']","['University of Oxford', 'University of Oxford', 'University of Oxford']"
NeurIPS,2019,Doubly-Robust Lasso Bandit,"['Gi-Soo Kim', 'Myunghee Cho Paik']","['Seoul National University', 'Seoul National University']"
NeurIPS,2019,Efficient Pure Exploration in Adaptive Round Model,"['Tianyuan Jin', 'Jieming SHI', 'Xiaokui Xiao', 'Enhong Chen']","['University of Science and Technology of China', 'NATIONAL UNIVERSITY OF SINGAPORE', 'National University of Singapore', 'University of Science and Technology of China']"
NeurIPS,2019,Epsilon-Best-Arm Identification in Pay-Per-Reward Multi-Armed Bandits,['Sivan Sabato'],['Ben-Gurion University of the Negev']
NeurIPS,2019,Nonstochastic Multiarmed Bandits with Unrestricted Delays,"['Tobias Sommer Thune', 'Nicolò Cesa-Bianchi', 'Yevgeny Seldin']","['University of Copenhagen', 'Università degli Studi di Milano', 'University of Copenhagen']"
NeurIPS,2019,On the Optimality of Perturbations in Stochastic and Adversarial Multi-armed Bandit Problems,"['Baekjin Kim', 'Ambuj Tewari']","['University of Michigan', 'University of Michigan']"
NeurIPS,2019,Phase Transitions and Cyclic Phenomena in Bandits with Switching Constraints,"['David Simchi-Levi', 'Yunzong Xu']","['MIT', 'MIT']"
NeurIPS,2019,Polynomial Cost of Adaptation for X-Armed Bandits,['Hedi Hadiji'],"['Laboratoire de Mathematiques d’Orsay, Univ. Paris-Sud,']"
NeurIPS,2019,Semi-Parametric Dynamic Contextual Pricing,"['Virag Shah', 'Ramesh Johari', 'Jose Blanchet']","['Stanford University', 'Stanford University', 'Stanford University']"
NeurIPS,2019,Coresets for Clustering with Fairness Constraints,"['Lingxiao Huang', 'Shaofeng Jiang', 'Nisheeth Vishnoi']","['EPFL', 'Weizmann Institute of Science', 'Yale University']"
NeurIPS,2019,Correlation Clustering with Adaptive Similarity Queries,"['Marco Bressan', 'Nicolò Cesa-Bianchi', 'Andrea Paudice', 'Fabio Vitale']","['Sapienza University of Rome', 'Università degli Studi di Milano', 'University of Milan', 'University of Lille - INRIA Lille (France)']"
NeurIPS,2019,Correlation clustering with local objectives,"['Sanchit Kalhan', 'Konstantin Makarychev', 'Timothy Zhou']","['Northwestern University', 'Northwestern University', 'University of Illinois at Urbana–Champaign']"
NeurIPS,2019,Foundations of Comparison-Based Hierarchical Clustering,"['Debarghya Ghoshdastidar', 'Michaël Perrot', 'Ulrike von Luxburg']","['Technical University Munich', 'Max Planck Institute for Intelligent Systems', 'University of Tübingen']"
NeurIPS,2019,Fully Dynamic Consistent Facility Location,"['Vincent Cohen-Addad', 'Niklas Oskar D Hjuler', 'Nikos Parotsidis', 'David Saulpic', 'Chris Schwiegelshohn']","['CNRS & Sorbonne Université', 'University of Copenhagen', 'University of Copenhagen', 'Ecole normale supérieure', 'Sapienza, University of Rome']"
